ID;PACKAGE_NAME;LOG_ID;EVENT;EVENT_TYPE;EVENT_DESCRIPTION;TIMESTAMP
1636;DB2_0608_LD_RFQ_RFQLine_CLEAN;1154;RFQ;MIGRATED;CNT=28074;2024-12-20-05.37.20.124000
1637;DB2_0608_LD_RFQ_RFQLine_CLEAN;1154;RFQLINE;INVALID;CNT=14932;2024-12-20-05.50.16.444000
1638;DB2_0608_LD_RFQ_RFQLine_CLEAN;1154;RFQLINE;HAS-ATTACHMENT;CNT=2367;2024-12-20-05.50.16.616000
1639;DB2_0608_LD_RFQ_RFQLine_CLEAN;1154;RFQLINE;NOMATCH-RFQLINE;CNT=0;2024-12-20-05.50.16.725000
1640;DB2_0608_LD_RFQ_RFQLine_CLEAN;1154;RFQLINE;MIGRATED;CNT=134973;2024-12-20-05.50.16.757000
1641;DB2_0609_LD_Item_CLEAN;1160;NSITEM (RMK);INVALID;CNT=3112;2024-12-20-05.52.47.693000
1642;DB2_0609_LD_Item_CLEAN;1160;NSITEM (RMK);HAS-ATTACHMENT;CNT=17;2024-12-20-05.52.47.818000
1643;DB2_0609_LD_Item_CLEAN;1160;NSITEM (RMK);NOMATCH-ITEM;CNT=0;2024-12-20-05.52.47.896000
1644;DB2_0609_LD_Item_CLEAN;1160;NSITEM (RMK);MIGRATED;CNT=1939;2024-12-20-05.52.47.927000
1645;DB2_0609_LD_Item_CLEAN;1160;NSITEM (DESC);INVALID;CNT=2675;2024-12-20-05.55.52.300000
1646;DB2_0609_LD_Item_CLEAN;1160;NSITEM (DESC);HAS-ATTACHMENT;CNT=439;2024-12-20-05.55.52.441000
1647;DB2_0609_LD_Item_CLEAN;1160;NSITEM (DESC);NOMATCH-ITEM;CNT=0;2024-12-20-05.55.52.472000
1648;DB2_0609_LD_Item_CLEAN;1160;NSITEM (DESC);MIGRATED;CNT=29217;2024-12-20-05.55.52.503000
1649;DB2_0609_LD_Item_CLEAN;1160;ITEM (RMK);INVALID;CNT=29;2024-12-20-05.57.20.471000
1650;DB2_0609_LD_Item_CLEAN;1160;ITEM (RMK);HAS-ATTACHMENT;CNT=134;2024-12-20-05.57.20.596000
1651;DB2_0609_LD_Item_CLEAN;1160;ITEM (RMK);NOMATCH-ITEM;CNT=0;2024-12-20-05.57.20.596000
