ID;PACKAGE_NAME;LOG_ID;EVENT;EVENT_TYPE;EVENT_DESCRIPTION;TIMESTAMP
2055;DB2_0609_LD_Item_CLEAN;1289;ITEM (RMK);INVALID;CNT=30;2024-12-02-01.09.25.514000
2056;DB2_0609_LD_Item_CLEAN;1289;ITEM (RMK);HAS-ATTACHMENT;CNT=134;2024-12-02-01.09.25.634000
2057;DB2_0609_LD_Item_CLEAN;1289;ITEM (RMK);NOMATCH-ITEM;CNT=0;2024-12-02-01.09.25.665000
2058;DB2_0609_LD_Item_CLEAN;1289;ITEM (RMK);MIGRATED;CNT=13938;2024-12-02-01.09.25.705000
2059;DB2_0609_LD_Item_CLEAN;1289;ITEM (DESC);INVALID;CNT=13580;2024-12-02-01.10.03.866000
2060;DB2_0609_LD_Item_CLEAN;1289;ITEM (DESC);HAS-ATTACHMENT;CNT=313;2024-12-02-01.10.03.991000
2061;DB2_0609_LD_Item_CLEAN;1289;ITEM (DESC);NOMATCH-ITEM;CNT=0;2024-12-02-01.10.04.022000
2062;DB2_0609_LD_Item_CLEAN;1289;ITEM (DESC);MIGRATED;CNT=507;2024-12-02-01.10.04.069000
2063;DB2_0610_LD_Invoice_CLEAN;1290;INVOICETERM;NOMATCH-INVOICE;CNT=0;2024-12-02-01.10.58.763000
2064;DB2_0610_LD_Invoice_CLEAN;1290;INVOICETERM;MIGRATED;CNT=49733;2024-12-02-01.10.58.810000
2065;DB2_0610_LD_Invoice_CLEAN;1290;LD (INVOICETERM);INVALID;CNT=26299;2024-12-02-01.20.50.955000
2066;DB2_0610_LD_Invoice_CLEAN;1290;LD (INVOICETERM);NOMATCH-INVOICETERM;CNT=0;2024-12-02-01.20.51.080000
2067;DB2_0610_LD_Invoice_CLEAN;1290;LD (INVOICETERM);HAS-ATTACHMENT;CNT=0;2024-12-02-01.20.51.080000
2068;DB2_0610_LD_Invoice_CLEAN;1290;LD (INVOICETERM);MIGRATED;CNT=23434;2024-12-02-01.20.51.142000
2069;DB2_0611_LD_PO_BILLTO_CLEAN;1291;PO-BILLTO;INVALID;CNT=4;2024-12-02-01.26.53.123000
2070;DB2_0611_LD_PO_BILLTO_CLEAN;1291;PO-BILLTO;HAS-ATTACHMENT;CNT=0;2024-12-02-01.26.53.232000
2071;DB2_0611_LD_PO_BILLTO_CLEAN;1291;PO-BILLTO;NOMATCH-PO;CNT=5;2024-12-02-01.26.53.295000
2072;DB2_0611_LD_PO_BILLTO_CLEAN;1291;PO-BILLTO;MIGRATED;CNT=53914;2024-12-02-01.26.53.326000
2073;DB2_0611_LD_PO_BILLTO_CLEAN;1291;PO-SHIPTO;INVALID;CNT=2710;2024-12-02-01.32.12.721000
2074;DB2_0611_LD_PO_BILLTO_CLEAN;1291;PO-SHIPTO;HAS-ATTACHMENT;CNT=0;2024-12-02-01.32.12.848000
2075;DB2_0611_LD_PO_BILLTO_CLEAN;1291;PO-SHIPTO;NOMATCH-PO;CNT=0;2024-12-02-01.32.12.880000
2076;DB2_0611_LD_PO_BILLTO_CLEAN;1291;PO-SHIPTO;MIGRATED;CNT=51213;2024-12-02-01.32.12.927000
2077;DB2_0612_LD_JOBPLAN_CLEAN;1292;JOBPLAN;INVALID;CNT=1077;2024-12-02-01.34.21.446000
2078;DB2_0612_LD_JOBPLAN_CLEAN;1292;JOBPLAN;HAS-ATTACHMENT;CNT=851;2024-12-02-01.34.21.573000
2079;DB2_0612_LD_JOBPLAN_CLEAN;1292;JOBPLAN;NOMATCH-JOBPLAN;CNT=0;2024-12-02-01.34.21.620000
2080;DB2_0612_LD_JOBPLAN_CLEAN;1292;JOBPLAN;MIGRATED;CNT=2281;2024-12-02-01.34.21.620000
2081;DB2_0613_LD_PM_CLEAN;1293;PM;INVALID;CNT=3163;2024-12-02-01.34.49.838000
2082;DB2_0613_LD_PM_CLEAN;1293;PM;HAS-ATTACHMENT;CNT=208;2024-12-02-01.34.49.932000
2083;DB2_0613_LD_PM_CLEAN;1293;PM;NOMATCH-PM;CNT=0;2024-12-02-01.34.50.026000
2084;DB2_0613_LD_PM_CLEAN;1293;PM;MIGRATED;CNT=1450;2024-12-02-01.34.50.057000
2085;DB2_0614_LD_MATRECTRANS_SERVRECTRANS;1294;MAT/SERVRECTRANS;INVALID;CNT=17188;2024-12-02-01.38.58.774000
2086;DB2_0614_LD_MATRECTRANS_SERVRECTRANS;1294;MAT/SERVRECTRANS;HAS-ATTACHMENT;CNT=434;2024-12-02-01.38.58.852000
2087;DB2_0614_LD_MATRECTRANS_SERVRECTRANS;1294;SERVRECTRANS;NOMATCH-SERVRECTRANS;CNT=0;2024-12-02-01.38.58.961000
2088;DB2_0614_LD_MATRECTRANS_SERVRECTRANS;1294;MATRECTRANS;NOMATCH-MATRECTRANS;CNT=0;2024-12-02-01.38.58.977000
2089;DB2_0614_LD_MATRECTRANS_SERVRECTRANS;1294;SERVRECTRANS;MIGRATED;CNT=10497;2024-12-02-01.39.10.380000
2090;DB2_0614_LD_MATRECTRANS_SERVRECTRANS;1294;MATRECTRANS;MIGRATED;CNT=20099;2024-12-02-01.39.10.380000
2091;DB2_0615_LD_InvVendor;1295;INVVENDOR;INVALID;CNT=0;2024-12-02-01.41.07.432000
2092;DB2_0615_LD_InvVendor;1295;INVVENDOR;HAS-ATTACHMENT;CNT=0;2024-12-02-01.41.07.542000
2093;DB2_0615_LD_InvVendor;1295;INVVENDOR;NOMATCH-INVVENDOR;CNT=0;2024-12-02-01.41.07.622000
2094;DB2_0615_LD_InvVendor;1295;INVVENDOR;MIGRATED;CNT=1;2024-12-02-01.41.07.679000
1998;DB2_0698_LD_Workorder_CLEAN;1271;WORKLOG;NOMATCH-WO;CNT=0;2024-12-01-16.12.41.330000
1999;DB2_0698_LD_Workorder_CLEAN;1271;WORKLOG;MIGRATED;CNT=377916;2024-12-01-16.12.41.393000
2000;DB2_0698_LD_Workorder_CLEAN;1271;LD (WORKLOG);INVALID;CNT=270;2024-12-01-16.56.21.975000
2001;DB2_0698_LD_Workorder_CLEAN;1271;LD (WORKLOG);HAS-ATTACHMENT;CNT=25418;2024-12-01-16.56.22.162000
2002;DB2_0698_LD_Workorder_CLEAN;1271;LD (WORKLOG);NOMATCH-WORKLOG;CNT=0;2024-12-01-16.56.22.209000
2003;DB2_0698_LD_Workorder_CLEAN;1271;LD (WORKLOG);MIGRATED;CNT=377646;2024-12-01-16.56.22.209000
2004;DB2_0699_LD_SR_CLEAN;1282;WORKLOG;NOMATCH-SR;CNT=0;2024-12-01-17.08.44.373000
2005;DB2_0699_LD_SR_CLEAN;1282;WORKLOG;MIGRATED;CNT=430145;2024-12-01-17.08.44.420000
2006;DB2_0699_LD_SR_CLEAN;1282;LD (WORKLOG);INVALID;CNT=18381;2024-12-01-17.11.24.199000
2007;DB2_0699_LD_SR_CLEAN;1282;LD (WORKLOG);HAS-ATTACHMENT;CNT=1487;2024-12-01-17.11.24.371000
2008;DB2_0699_LD_SR_CLEAN;1282;LD (WORKLOG);NOMATCH-WORKLOG;CNT=70;2024-12-01-17.11.24.371000
2009;DB2_0699_LD_SR_CLEAN;1282;LD (WORKLOG);MIGRATED;CNT=409156;2024-12-01-17.53.29.283000
